ax(g),ay(g),az(g),wx(deg/s),wy(deg/s),wz(deg/s),id
-0.021,1.0049,0.0752,6.1035,2.8076,-2.5024,19
-0.021,1.0049,0.0752,6.1035,2.8076,-2.5024,19
-0.021,1.0049,0.0752,6.1035,2.8076,-2.5024,19
-0.021,1.0049,0.0752,6.1035,2.8076,-2.5024,19
-0.0254,0.9951,0.0742,6.1035,1.5869,-2.3193,19
-0.0254,0.9951,0.0742,6.1035,1.5869,-2.3193,19
-0.0254,0.9951,0.0742,6.1035,1.5869,-2.3193,19
-0.0254,0.9951,0.0742,6.1035,1.5869,-2.3193,19
-0.0225,0.9888,0.0776,5.8594,1.0376,-2.2583,19
-0.0225,0.9888,0.0776,5.8594,1.0376,-2.2583,19
-0.0225,0.9888,0.0776,5.8594,1.0376,-2.2583,19
-0.0225,0.9888,0.0776,5.8594,1.0376,-2.2583,19
-0.0103,0.9951,0.0869,5.188,1.5869,-2.7466,19
-0.0103,0.9951,0.0869,5.188,1.5869,-2.7466,19
-0.0103,0.9951,0.0869,5.188,1.5869,-2.7466,19
-0.0103,0.9951,0.0869,5.188,1.5869,-2.7466,19
-0.0073,1.0,0.0781,6.2866,2.0142,-2.0142,19
-0.0073,1.0,0.0781,6.2866,2.0142,-2.0142,19
-0.0073,1.0,0.0781,6.2866,2.0142,-2.0142,19
-0.0073,1.0,0.0781,6.2866,2.0142,-2.0142,19
-0.0122,0.9985,0.0708,5.188,1.3428,-1.2207,19
-0.0122,0.9985,0.0708,5.188,1.3428,-1.2207,19
-0.0122,0.9985,0.0708,5.188,1.3428,-1.2207,19
-0.0122,0.9985,0.0708,5.188,1.3428,-1.2207,19
-0.0132,0.9805,0.0752,5.6152,0.6104,-0.3662,19
-0.0132,0.9805,0.0752,5.6152,0.6104,-0.3662,19
-0.0132,0.9805,0.0752,5.6152,0.6104,-0.3662,19
-0.0132,0.9805,0.0752,5.6152,0.6104,-0.3662,19
-0.0093,0.9814,0.0708,6.958,0.4272,-0.4272,19
-0.0093,0.9814,0.0708,6.958,0.4272,-0.4272,19
-0.0093,0.9814,0.0708,6.958,0.4272,-0.4272,19
-0.0093,0.9814,0.0708,6.958,0.4272,-0.4272,19
-0.0059,0.9971,0.0679,6.8359,0.5493,-0.7324,19
-0.0059,0.9971,0.0679,6.8359,0.5493,-0.7324,19
-0.0059,0.9971,0.0679,6.8359,0.5493,-0.7324,19
-0.0059,0.9971,0.0679,6.8359,0.5493,-0.7324,19
-0.002,0.9941,0.0713,6.7139,2.2583,-1.3428,19
-0.002,0.9941,0.0713,6.7139,2.2583,-1.3428,19
-0.002,0.9941,0.0713,6.7139,2.2583,-1.3428,19
-0.002,0.9941,0.0713,6.7139,2.2583,-1.3428,19
-0.002,0.9941,0.0713,6.7139,2.2583,-1.3428,19
-0.0117,0.9854,0.0576,8.3008,3.2959,-0.8545,19
-0.0117,0.9854,0.0576,8.3008,3.2959,-0.8545,19
-0.0117,0.9854,0.0576,8.3008,3.2959,-0.8545,19
-0.0117,0.9854,0.0576,8.3008,3.2959,-0.8545,19
-0.022,0.9951,0.0532,7.019,2.8076,0.3052,19
-0.022,0.9951,0.0532,7.019,2.8076,0.3052,19
-0.022,0.9951,0.0532,7.019,2.8076,0.3052,19
-0.022,0.9951,0.0532,7.019,2.8076,0.3052,19
-0.0068,0.9868,0.0581,6.1646,2.9297,0.2441,19
-0.0068,0.9868,0.0581,6.1646,2.9297,0.2441,19
-0.0068,0.9868,0.0581,6.1646,2.9297,0.2441,19
-0.0068,0.9868,0.0581,6.1646,2.9297,0.2441,19
-0.0005,1.0005,0.0571,7.6904,5.6152,-0.3662,19
-0.0005,1.0005,0.0571,7.6904,5.6152,-0.3662,19
-0.0005,1.0005,0.0571,7.6904,5.6152,-0.3662,19
-0.0005,1.0005,0.0571,7.6904,5.6152,-0.3662,19
-0.0156,1.0015,0.0469,8.3008,6.1646,-0.3052,19
-0.0156,1.0015,0.0469,8.3008,6.1646,-0.3052,19
-0.0156,1.0015,0.0469,8.3008,6.1646,-0.3052,19
-0.0156,1.0015,0.0469,8.3008,6.1646,-0.3052,19
-0.0229,0.9878,0.0454,7.5073,6.0425,0.6104,19
-0.0229,0.9878,0.0454,7.5073,6.0425,0.6104,19
-0.0229,0.9878,0.0454,7.5073,6.0425,0.6104,19
-0.0229,0.9878,0.0454,7.5073,6.0425,0.6104,19
-0.0283,0.9697,0.0449,9.0332,5.5542,2.4414,19
-0.0283,0.9697,0.0449,9.0332,5.5542,2.4414,19
-0.0283,0.9697,0.0449,9.0332,5.5542,2.4414,19
-0.0283,0.9697,0.0449,9.0332,5.5542,2.4414,19
-0.0215,0.9839,0.0386,9.3384,5.3101,3.418,19
-0.0215,0.9839,0.0386,9.3384,5.3101,3.418,19
-0.0215,0.9839,0.0386,9.3384,5.3101,3.418,19
-0.0215,0.9839,0.0386,9.3384,5.3101,3.418,19
-0.0132,0.9976,0.0308,8.728,5.6763,3.2349,19
-0.0132,0.9976,0.0308,8.728,5.6763,3.2349,19
-0.0132,0.9976,0.0308,8.728,5.6763,3.2349,19
-0.0132,0.9976,0.0308,8.728,5.6763,3.2349,19
-0.0093,0.999,0.0278,8.667,5.6763,1.8921,19
-0.0093,0.999,0.0278,8.667,5.6763,1.8921,19
-0.0093,0.999,0.0278,8.667,5.6763,1.8921,19
-0.0093,0.999,0.0278,8.667,5.6763,1.8921,19
-0.0137,0.9995,0.0215,8.4839,6.2866,0.6104,19
-0.0137,0.9995,0.0215,8.4839,6.2866,0.6104,19
-0.0137,0.9995,0.0215,8.4839,6.2866,0.6104,19
-0.0137,0.9995,0.0215,8.4839,6.2866,0.6104,19
-0.0283,0.9912,0.0088,8.4839,6.4087,0.1831,19
-0.0283,0.9912,0.0088,8.4839,6.4087,0.1831,19
-0.0283,0.9912,0.0088,8.4839,6.4087,0.1831,19
-0.0283,0.9912,0.0088,8.4839,6.4087,0.1831,19
-0.0254,0.9961,0.0034,7.9346,4.2725,0.6714,19
-0.0254,0.9961,0.0034,7.9346,4.2725,0.6714,19
-0.0254,0.9961,0.0034,7.9346,4.2725,0.6714,19
-0.0254,0.9961,0.0034,7.9346,4.2725,0.6714,19
-0.0161,1.0156,-0.002,6.958,4.2114,0.7324,19
-0.0161,1.0156,-0.002,6.958,4.2114,0.7324,19
-0.0161,1.0156,-0.002,6.958,4.2114,0.7324,19
-0.0161,1.0156,-0.002,6.958,4.2114,0.7324,19
-0.0171,1.0269,-0.0146,4.9438,3.1738,-0.061,19
-0.0171,1.0269,-0.0146,4.9438,3.1738,-0.061,19
-0.0171,1.0269,-0.0146,4.9438,3.1738,-0.061,19
-0.0171,1.0269,-0.0146,4.9438,3.1738,-0.061,19
-0.0273,1.0298,-0.0195,3.418,1.2207,-1.1597,19
-0.0273,1.0298,-0.0195,3.418,1.2207,-1.1597,19
-0.0273,1.0298,-0.0195,3.418,1.2207,-1.1597,19
-0.0273,1.0298,-0.0195,3.418,1.2207,-1.1597,19
-0.0249,1.0332,-0.0161,1.709,-0.1221,-2.6245,19
-0.0249,1.0332,-0.0161,1.709,-0.1221,-2.6245,19
-0.0249,1.0332,-0.0161,1.709,-0.1221,-2.6245,19
-0.0249,1.0332,-0.0161,1.709,-0.1221,-2.6245,19
-0.0273,1.0269,-0.0127,0.3662,-0.7935,-3.2959,19
-0.0273,1.0269,-0.0127,0.3662,-0.7935,-3.2959,19
-0.0273,1.0269,-0.0127,0.3662,-0.7935,-3.2959,19
-0.0273,1.0269,-0.0127,0.3662,-0.7935,-3.2959,19
-0.0239,1.021,-0.0034,-0.3662,-2.0752,-3.0518,19
-0.0239,1.021,-0.0034,-0.3662,-2.0752,-3.0518,19
-0.0239,1.021,-0.0034,-0.3662,-2.0752,-3.0518,19
-0.0239,1.021,-0.0034,-0.3662,-2.0752,-3.0518,19
-0.0146,1.0181,0.0029,-0.7324,-2.0752,-2.6855,19
-0.0146,1.0181,0.0029,-0.7324,-2.0752,-2.6855,19
-0.0146,1.0181,0.0029,-0.7324,-2.0752,-2.6855,19
-0.0146,1.0181,0.0029,-0.7324,-2.0752,-2.6855,19
-0.0122,1.0122,0.0107,-0.9155,-2.0752,-2.5635,19
-0.0122,1.0122,0.0107,-0.9155,-2.0752,-2.5635,19
-0.0122,1.0122,0.0107,-0.9155,-2.0752,-2.5635,19
-0.0122,1.0122,0.0107,-0.9155,-2.0752,-2.5635,19
-0.0083,1.0127,0.0142,-0.6714,-2.9297,-2.8076,19
-0.0083,1.0127,0.0142,-0.6714,-2.9297,-2.8076,19
-0.0083,1.0127,0.0142,-0.6714,-2.9297,-2.8076,19
-0.0083,1.0127,0.0142,-0.6714,-2.9297,-2.8076,19
-0.0039,1.0054,0.0146,-0.4883,-2.4414,-2.8076,19
-0.0039,1.0054,0.0146,-0.4883,-2.4414,-2.8076,19
-0.0039,1.0054,0.0146,-0.4883,-2.4414,-2.8076,19
-0.0039,1.0054,0.0146,-0.4883,-2.4414,-2.8076,19
0.0078,1.002,0.0117,-1.0986,-1.77,-2.6855,19
0.0078,1.002,0.0117,-1.0986,-1.77,-2.6855,19
0.0078,1.002,0.0117,-1.0986,-1.77,-2.6855,19
0.0078,1.002,0.0117,-1.0986,-1.77,-2.6855,19
0.0127,0.9966,0.0122,-1.2817,-0.1831,-2.1973,19
0.0127,0.9966,0.0122,-1.2817,-0.1831,-2.1973,19
0.0127,0.9966,0.0122,-1.2817,-0.1831,-2.1973,19
0.0127,0.9966,0.0122,-1.2817,-0.1831,-2.1973,19
0.0127,0.9966,0.0122,-1.2817,-0.1831,-2.1973,19
0.0098,0.9932,0.0137,-1.0986,1.5869,-1.709,19
0.0098,0.9932,0.0137,-1.0986,1.5869,-1.709,19
0.0098,0.9932,0.0137,-1.0986,1.5869,-1.709,19
0.0098,0.9932,0.0137,-1.0986,1.5869,-1.709,19
0.0059,0.9893,0.019,-1.4038,1.9531,-1.4038,19
0.0059,0.9893,0.019,-1.4038,1.9531,-1.4038,19
0.0059,0.9893,0.019,-1.4038,1.9531,-1.4038,19
0.0059,0.9893,0.019,-1.4038,1.9531,-1.4038,19
0.0015,0.9805,0.019,-0.9766,2.6855,-0.8545,19
0.0015,0.9805,0.019,-0.9766,2.6855,-0.8545,19
0.0015,0.9805,0.019,-0.9766,2.6855,-0.8545,19
0.0015,0.9805,0.019,-0.9766,2.6855,-0.8545,19
0.002,0.9775,0.019,-1.2817,2.2583,-0.7324,19
0.002,0.9775,0.019,-1.2817,2.2583,-0.7324,19
0.002,0.9775,0.019,-1.2817,2.2583,-0.7324,19
0.002,0.9775,0.019,-1.2817,2.2583,-0.7324,19
0.0059,0.9805,0.0186,-0.8545,1.8921,-0.7935,19
0.0059,0.9805,0.0186,-0.8545,1.8921,-0.7935,19
0.0059,0.9805,0.0186,-0.8545,1.8921,-0.7935,19
0.0059,0.9805,0.0186,-0.8545,1.8921,-0.7935,19
0.0063,0.9897,0.0132,-0.7324,3.1738,-1.4038,19
0.0063,0.9897,0.0132,-0.7324,3.1738,-1.4038,19
0.0063,0.9897,0.0132,-0.7324,3.1738,-1.4038,19
0.0063,0.9897,0.0132,-0.7324,3.1738,-1.4038,19
0.001,0.9927,0.0107,-0.2441,3.6011,-2.1362,19
0.001,0.9927,0.0107,-0.2441,3.6011,-2.1362,19
0.001,0.9927,0.0107,-0.2441,3.6011,-2.1362,19
0.001,0.9927,0.0107,-0.2441,3.6011,-2.1362,19
0.0024,0.9937,0.0083,-0.6714,3.54,-2.0752,19
0.0024,0.9937,0.0083,-0.6714,3.54,-2.0752,19
0.0024,0.9937,0.0083,-0.6714,3.54,-2.0752,19
0.0024,0.9937,0.0083,-0.6714,3.54,-2.0752,19
0.0,0.9897,0.0063,-0.7324,4.2114,-1.5869,19
0.0,0.9897,0.0063,-0.7324,4.2114,-1.5869,19
0.0,0.9897,0.0063,-0.7324,4.2114,-1.5869,19
0.0,0.9897,0.0063,-0.7324,4.2114,-1.5869,19
0.0005,0.9883,0.0049,-0.7935,4.8218,-1.8311,19
0.0005,0.9883,0.0049,-0.7935,4.8218,-1.8311,19
0.0005,0.9883,0.0049,-0.7935,4.8218,-1.8311,19
0.0005,0.9883,0.0049,-0.7935,4.8218,-1.8311,19
-0.0024,0.9888,0.001,-0.6714,4.0894,-1.4648,19
-0.0024,0.9888,0.001,-0.6714,4.0894,-1.4648,19
-0.0024,0.9888,0.001,-0.6714,4.0894,-1.4648,19
-0.0024,0.9888,0.001,-0.6714,4.0894,-1.4648,19
-0.002,0.9971,0.0015,-1.8921,2.7466,-1.2817,19
-0.002,0.9971,0.0015,-1.8921,2.7466,-1.2817,19
-0.002,0.9971,0.0015,-1.8921,2.7466,-1.2817,19
-0.002,0.9971,0.0015,-1.8921,2.7466,-1.2817,19
0.0054,0.9995,0.0063,-2.5024,3.479,-1.8921,19
0.0054,0.9995,0.0063,-2.5024,3.479,-1.8921,19
0.0054,0.9995,0.0063,-2.5024,3.479,-1.8921,19
0.0054,0.9995,0.0063,-2.5024,3.479,-1.8921,19
0.0015,0.9971,0.0083,-1.709,5.3711,-2.3193,19
0.0015,0.9971,0.0083,-1.709,5.3711,-2.3193,19
0.0015,0.9971,0.0083,-1.709,5.3711,-2.3193,19
0.0015,0.9971,0.0083,-1.709,5.3711,-2.3193,19
-0.0063,0.9912,0.0049,-1.4038,5.4321,-1.77,19
-0.0063,0.9912,0.0049,-1.4038,5.4321,-1.77,19
-0.0063,0.9912,0.0049,-1.4038,5.4321,-1.77,19
-0.0063,0.9912,0.0049,-1.4038,5.4321,-1.77,19
-0.0107,0.9893,0.0068,-2.4414,5.4932,-0.7324,19
-0.0107,0.9893,0.0068,-2.4414,5.4932,-0.7324,19
-0.0107,0.9893,0.0068,-2.4414,5.4932,-0.7324,19
-0.0107,0.9893,0.0068,-2.4414,5.4932,-0.7324,19
-0.0088,0.9927,0.0146,-3.1738,5.0659,-0.4272,19
-0.0088,0.9927,0.0146,-3.1738,5.0659,-0.4272,19
-0.0088,0.9927,0.0146,-3.1738,5.0659,-0.4272,19
-0.0088,0.9927,0.0146,-3.1738,5.0659,-0.4272,19
-0.0073,0.999,0.0181,-2.5635,3.9063,-0.7935,19
-0.0073,0.999,0.0181,-2.5635,3.9063,-0.7935,19
-0.0073,0.999,0.0181,-2.5635,3.9063,-0.7935,19
-0.0073,0.999,0.0181,-2.5635,3.9063,-0.7935,19
-0.0073,1.0024,0.0176,-2.1973,3.7842,-1.5259,19
-0.0073,1.0024,0.0176,-2.1973,3.7842,-1.5259,19
-0.0073,1.0024,0.0176,-2.1973,3.7842,-1.5259,19
-0.0073,1.0024,0.0176,-2.1973,3.7842,-1.5259,19
-0.0068,1.0049,0.0156,-2.1362,4.6997,-1.5259,19
-0.0068,1.0049,0.0156,-2.1362,4.6997,-1.5259,19
-0.0068,1.0049,0.0156,-2.1362,4.6997,-1.5259,19
-0.0068,1.0049,0.0156,-2.1362,4.6997,-1.5259,19
-0.0088,0.9985,0.0171,-2.3193,5.0659,-0.7324,19
-0.0088,0.9985,0.0171,-2.3193,5.0659,-0.7324,19
-0.0088,0.9985,0.0171,-2.3193,5.0659,-0.7324,19
-0.0088,0.9985,0.0171,-2.3193,5.0659,-0.7324,19
-0.0107,0.9961,0.0254,-1.709,5.8594,0.3052,19
-0.0107,0.9961,0.0254,-1.709,5.8594,0.3052,19
-0.0107,0.9961,0.0254,-1.709,5.8594,0.3052,19
-0.0107,0.9961,0.0254,-1.709,5.8594,0.3052,19
-0.0112,0.9961,0.0273,-1.4038,6.897,1.0376,19
-0.0112,0.9961,0.0273,-1.4038,6.897,1.0376,19
-0.0112,0.9961,0.0273,-1.4038,6.897,1.0376,19
-0.0112,0.9961,0.0273,-1.4038,6.897,1.0376,19
-0.0122,0.9917,0.0259,-0.4272,7.2021,1.5259,19
-0.0122,0.9917,0.0259,-0.4272,7.2021,1.5259,19
-0.0122,0.9917,0.0259,-0.4272,7.2021,1.5259,19
-0.0122,0.9917,0.0259,-0.4272,7.2021,1.5259,19
-0.0225,0.9976,0.0249,-0.1831,7.0801,1.5869,19
-0.0225,0.9976,0.0249,-0.1831,7.0801,1.5869,19
-0.0225,0.9976,0.0249,-0.1831,7.0801,1.5869,19
-0.0225,0.9976,0.0249,-0.1831,7.0801,1.5869,19
-0.0264,0.998,0.021,1.4038,5.4321,1.1597,19
-0.0264,0.998,0.021,1.4038,5.4321,1.1597,19
-0.0264,0.998,0.021,1.4038,5.4321,1.1597,19
-0.0264,0.998,0.021,1.4038,5.4321,1.1597,19
-0.0264,0.998,0.021,1.4038,5.4321,1.1597,19
-0.0269,0.9971,0.0166,-0.4272,7.2021,0.4272,19
-0.0269,0.9971,0.0166,-0.4272,7.2021,0.4272,19
-0.0269,0.9971,0.0166,-0.4272,7.2021,0.4272,19
-0.0269,0.9971,0.0166,-0.4272,7.2021,0.4272,19
-0.0288,0.9878,0.0186,-0.4883,7.5684,0.0,19
-0.0288,0.9878,0.0186,-0.4883,7.5684,0.0,19
-0.0288,0.9878,0.0186,-0.4883,7.5684,0.0,19
-0.0288,0.9878,0.0186,-0.4883,7.5684,0.0,19
-0.0371,0.9849,0.0244,-1.9531,7.8735,0.2441,19
-0.0371,0.9849,0.0244,-1.9531,7.8735,0.2441,19
-0.0371,0.9849,0.0244,-1.9531,7.8735,0.2441,19
-0.0371,0.9849,0.0244,-1.9531,7.8735,0.2441,19
-0.041,0.9766,0.0317,-2.9297,6.8359,1.6479,19
-0.041,0.9766,0.0317,-2.9297,6.8359,1.6479,19
-0.041,0.9766,0.0317,-2.9297,6.8359,1.6479,19
-0.041,0.9766,0.0317,-2.9297,6.8359,1.6479,19
-0.042,0.9712,0.04,-3.2959,4.5776,2.8076,19
-0.042,0.9712,0.04,-3.2959,4.5776,2.8076,19
-0.042,0.9712,0.04,-3.2959,4.5776,2.8076,19
-0.042,0.9712,0.04,-3.2959,4.5776,2.8076,19
-0.0366,0.9731,0.041,-3.6011,5.188,3.2349,19
-0.0366,0.9731,0.041,-3.6011,5.188,3.2349,19
-0.0366,0.9731,0.041,-3.6011,5.188,3.2349,19
-0.0366,0.9731,0.041,-3.6011,5.188,3.2349,19
-0.0308,0.9731,0.0308,-1.77,6.7749,3.2349,19
-0.0308,0.9731,0.0308,-1.77,6.7749,3.2349,19
-0.0308,0.9731,0.0308,-1.77,6.7749,3.2349,19
-0.0308,0.9731,0.0308,-1.77,6.7749,3.2349,19
-0.0327,0.9766,0.0283,-1.4648,8.606,2.9297,19
-0.0327,0.9766,0.0283,-1.4648,8.606,2.9297,19
-0.0327,0.9766,0.0283,-1.4648,8.606,2.9297,19
-0.0327,0.9766,0.0283,-1.4648,8.606,2.9297,19
-0.0435,0.9771,0.021,-1.709,6.5308,3.7231,19
-0.0435,0.9771,0.021,-1.709,6.5308,3.7231,19
-0.0435,0.9771,0.021,-1.709,6.5308,3.7231,19
-0.0435,0.9771,0.021,-1.709,6.5308,3.7231,19
-0.0483,0.9834,0.0322,-3.9673,3.7231,4.6997,19
-0.0483,0.9834,0.0322,-3.9673,3.7231,4.6997,19
-0.0483,0.9834,0.0322,-3.9673,3.7231,4.6997,19
-0.0483,0.9834,0.0322,-3.9673,3.7231,4.6997,19
-0.0439,0.9927,0.0317,-2.8687,4.6997,4.0283,19
-0.0439,0.9927,0.0317,-2.8687,4.6997,4.0283,19
-0.0439,0.9927,0.0317,-2.8687,4.6997,4.0283,19
-0.0439,0.9927,0.0317,-2.8687,4.6997,4.0283,19
-0.0405,1.0005,0.0303,-2.0752,5.8594,2.3193,19
-0.0405,1.0005,0.0303,-2.0752,5.8594,2.3193,19
-0.0405,1.0005,0.0303,-2.0752,5.8594,2.3193,19
-0.0405,1.0005,0.0303,-2.0752,5.8594,2.3193,19
-0.0313,1.0034,0.022,-1.0376,5.3711,1.0376,19
-0.0313,1.0034,0.022,-1.0376,5.3711,1.0376,19
-0.0313,1.0034,0.022,-1.0376,5.3711,1.0376,19
-0.0313,1.0034,0.022,-1.0376,5.3711,1.0376,19
-0.0313,1.0054,0.02,-1.3428,4.8218,0.7324,19
-0.0313,1.0054,0.02,-1.3428,4.8218,0.7324,19
-0.0313,1.0054,0.02,-1.3428,4.8218,0.7324,19
-0.0313,1.0054,0.02,-1.3428,4.8218,0.7324,19
-0.0439,1.0029,0.0186,-1.6479,4.0894,0.8545,19
-0.0439,1.0029,0.0186,-1.6479,4.0894,0.8545,19
-0.0439,1.0029,0.0186,-1.6479,4.0894,0.8545,19
-0.0439,1.0029,0.0186,-1.6479,4.0894,0.8545,19
-0.0542,0.9937,0.0244,-1.9531,3.3569,0.9766,19
-0.0542,0.9937,0.0244,-1.9531,3.3569,0.9766,19
-0.0542,0.9937,0.0244,-1.9531,3.3569,0.9766,19
-0.0542,0.9937,0.0244,-1.9531,3.3569,0.9766,19
-0.0498,0.9897,0.0288,-2.1973,2.8076,0.7935,19
-0.0498,0.9897,0.0288,-2.1973,2.8076,0.7935,19
-0.0498,0.9897,0.0288,-2.1973,2.8076,0.7935,19
-0.0498,0.9897,0.0288,-2.1973,2.8076,0.7935,19
-0.0366,0.9897,0.0337,-2.0752,3.0518,0.4883,19
-0.0366,0.9897,0.0337,-2.0752,3.0518,0.4883,19
-0.0366,0.9897,0.0337,-2.0752,3.0518,0.4883,19
-0.0366,0.9897,0.0337,-2.0752,3.0518,0.4883,19
-0.0322,0.9883,0.0342,-2.0752,3.3569,0.1221,19
-0.0322,0.9883,0.0342,-2.0752,3.3569,0.1221,19
-0.0322,0.9883,0.0342,-2.0752,3.3569,0.1221,19
-0.0322,0.9883,0.0342,-2.0752,3.3569,0.1221,19
-0.0347,0.9829,0.0332,-2.0142,3.3569,-0.4883,19
-0.0347,0.9829,0.0332,-2.0142,3.3569,-0.4883,19
-0.0347,0.9829,0.0332,-2.0142,3.3569,-0.4883,19
-0.0347,0.9829,0.0332,-2.0142,3.3569,-0.4883,19
-0.0391,0.9868,0.0288,-1.5869,2.8076,-0.3052,19
-0.0391,0.9868,0.0288,-1.5869,2.8076,-0.3052,19
-0.0391,0.9868,0.0288,-1.5869,2.8076,-0.3052,19
-0.0391,0.9868,0.0288,-1.5869,2.8076,-0.3052,19
-0.0425,0.9917,0.0298,-2.2583,2.1362,-0.061,19
-0.0425,0.9917,0.0298,-2.2583,2.1362,-0.061,19
-0.0425,0.9917,0.0298,-2.2583,2.1362,-0.061,19
-0.0425,0.9917,0.0298,-2.2583,2.1362,-0.061,19
-0.0396,0.9971,0.0313,-2.9907,-0.7324,0.6714,19
-0.0396,0.9971,0.0313,-2.9907,-0.7324,0.6714,19
-0.0396,0.9971,0.0313,-2.9907,-0.7324,0.6714,19
-0.0396,0.9971,0.0313,-2.9907,-0.7324,0.6714,19
-0.0269,0.9893,0.0381,-3.7231,-1.3428,0.061,19
-0.0269,0.9893,0.0381,-3.7231,-1.3428,0.061,19
-0.0269,0.9893,0.0381,-3.7231,-1.3428,0.061,19
-0.0269,0.9893,0.0381,-3.7231,-1.3428,0.061,19
-0.0195,0.9888,0.0435,-3.2959,1.0376,-1.1597,19
-0.0195,0.9888,0.0435,-3.2959,1.0376,-1.1597,19
-0.0195,0.9888,0.0435,-3.2959,1.0376,-1.1597,19
-0.0195,0.9888,0.0435,-3.2959,1.0376,-1.1597,19
-0.0229,0.9873,0.0415,-1.77,3.2959,-1.77,19
-0.0229,0.9873,0.0415,-1.77,3.2959,-1.77,19
-0.0229,0.9873,0.0415,-1.77,3.2959,-1.77,19
-0.0229,0.9873,0.0415,-1.77,3.2959,-1.77,19
-0.0229,0.9873,0.0415,-1.77,3.2959,-1.77,19
-0.0308,0.9863,0.0342,-1.2817,3.9673,-0.7935,19
-0.0308,0.9863,0.0342,-1.2817,3.9673,-0.7935,19
-0.0308,0.9863,0.0342,-1.2817,3.9673,-0.7935,19
-0.0308,0.9863,0.0342,-1.2817,3.9673,-0.7935,19
-0.0322,0.9893,0.0352,-0.7324,3.1738,0.4883,19
-0.0322,0.9893,0.0352,-0.7324,3.1738,0.4883,19
-0.0322,0.9893,0.0352,-0.7324,3.1738,0.4883,19
-0.0322,0.9893,0.0352,-0.7324,3.1738,0.4883,19
-0.0376,0.9917,0.0337,-0.1221,2.2583,0.3662,19
-0.0376,0.9917,0.0337,-0.1221,2.2583,0.3662,19
-0.0376,0.9917,0.0337,-0.1221,2.2583,0.3662,19
-0.0376,0.9917,0.0337,-0.1221,2.2583,0.3662,19
-0.0396,0.9922,0.0337,-0.1831,2.1973,-0.9155,19
-0.0396,0.9922,0.0337,-0.1831,2.1973,-0.9155,19
-0.0396,0.9922,0.0337,-0.1831,2.1973,-0.9155,19
-0.0396,0.9922,0.0337,-0.1831,2.1973,-0.9155,19
-0.0356,0.9971,0.0327,-0.4883,2.5024,-1.709,19
-0.0356,0.9971,0.0327,-0.4883,2.5024,-1.709,19
-0.0356,0.9971,0.0327,-0.4883,2.5024,-1.709,19
-0.0356,0.9971,0.0327,-0.4883,2.5024,-1.709,19
-0.0352,0.9922,0.0386,-0.7935,2.3193,-1.5869,19
-0.0352,0.9922,0.0386,-0.7935,2.3193,-1.5869,19
-0.0352,0.9922,0.0386,-0.7935,2.3193,-1.5869,19
-0.0352,0.9922,0.0386,-0.7935,2.3193,-1.5869,19
-0.0327,0.9888,0.0371,0.061,2.3193,-1.2207,19
-0.0327,0.9888,0.0371,0.061,2.3193,-1.2207,19
-0.0327,0.9888,0.0371,0.061,2.3193,-1.2207,19
-0.0327,0.9888,0.0371,0.061,2.3193,-1.2207,19
-0.0396,0.9844,0.0386,0.6104,2.3804,-1.2207,19
-0.0396,0.9844,0.0386,0.6104,2.3804,-1.2207,19
-0.0396,0.9844,0.0386,0.6104,2.3804,-1.2207,19
-0.0396,0.9844,0.0386,0.6104,2.3804,-1.2207,19
-0.0435,0.9888,0.0332,1.1597,2.0142,-0.8545,19
-0.0435,0.9888,0.0332,1.1597,2.0142,-0.8545,19
-0.0435,0.9888,0.0332,1.1597,2.0142,-0.8545,19
-0.0435,0.9888,0.0332,1.1597,2.0142,-0.8545,19
-0.0405,0.9927,0.0396,0.3052,1.9531,-0.6714,19
-0.0405,0.9927,0.0396,0.3052,1.9531,-0.6714,19
-0.0405,0.9927,0.0396,0.3052,1.9531,-0.6714,19
-0.0405,0.9927,0.0396,0.3052,1.9531,-0.6714,19
-0.0474,0.9897,0.0376,-0.3052,0.8545,-0.6104,19
-0.0474,0.9897,0.0376,-0.3052,0.8545,-0.6104,19
-0.0474,0.9897,0.0376,-0.3052,0.8545,-0.6104,19
-0.0474,0.9897,0.0376,-0.3052,0.8545,-0.6104,19
-0.0498,0.9839,0.0425,-0.8545,-0.6104,-0.9155,19
-0.0498,0.9839,0.0425,-0.8545,-0.6104,-0.9155,19
-0.0498,0.9839,0.0425,-0.8545,-0.6104,-0.9155,19
-0.0498,0.9839,0.0425,-0.8545,-0.6104,-0.9155,19
-0.0405,0.9883,0.0479,-0.1831,-1.5259,-1.3428,19
-0.0405,0.9883,0.0479,-0.1831,-1.5259,-1.3428,19
-0.0405,0.9883,0.0479,-0.1831,-1.5259,-1.3428,19
-0.0405,0.9883,0.0479,-0.1831,-1.5259,-1.3428,19
-0.0371,0.9932,0.0498,0.6104,-0.4883,-1.709,19
-0.0371,0.9932,0.0498,0.6104,-0.4883,-1.709,19
-0.0371,0.9932,0.0498,0.6104,-0.4883,-1.709,19
-0.0371,0.9932,0.0498,0.6104,-0.4883,-1.709,19
-0.0356,0.9937,0.0391,1.5869,0.6714,-1.709,19
-0.0356,0.9937,0.0391,1.5869,0.6714,-1.709,19
-0.0356,0.9937,0.0391,1.5869,0.6714,-1.709,19
-0.0356,0.9937,0.0391,1.5869,0.6714,-1.709,19
-0.0405,0.9995,0.0366,1.2207,0.9155,-1.0986,19
